Tag,Title,Authors,Month,Year
Eriksson_2014_CVPR,Pseudoconvex Proximal Splitting for L-infty Problems in Multiview Geometry,"Eriksson, Anders and Isaksson, Mats",June,2014
Kee_2014_CVPR,A Convex Relaxation of the Ambrosio--Tortorelli Elliptic Functionals for the Mumford-Shah Functional,"Kee, Youngwook and Kim, Junmo",June,2014
Kee_2014_CVPR,Sequential Convex Relaxation for Mutual Information-Based Unsupervised Figure-Ground Segmentation,"Kee, Youngwook and Souiai, Mohamed and Cremers, Daniel and Kim, Junmo",June,2014
Ono_2014_CVPR,Decorrelated Vectorial Total Variation,"Ono, Shunsuke and Yamada, Isao",June,2014
Nieuwenhuis_2014_CVPR,Efficient Squared Curvature,"Nieuwenhuis, Claudia and Toeppe, Eno and Gorelick, Lena and Veksler, Olga and Boykov, Yuri",June,2014
Wang_2014_CVPR,Multi-feature Spectral Clustering with Minimax Optimization,"Wang, Hongxing and Weng, Chaoqun and Yuan, Junsong",June,2014
Bahrampour_2014_CVPR,Quality-based Multimodal Classification using Tree-Structured Sparsity,"Bahrampour, Soheil and Ray, Asok and Nasrabadi, Nasser M. and Jenkins, Kenneth W.",June,2014
Yuan_2014_CVPR,Newton Greedy Pursuit: A Quadratic Approximation Method for Sparsity-Constrained Optimization,"Yuan, Xiao-Tong and Liu, Qingshan",June,2014
Lu_2014_CVPR,Generalized Nonconvex Nonsmooth Low-Rank Minimization,"Lu, Canyi and Tang, Jinhui and Yan, Shuicheng and Lin, Zhouchen",June,2014
Yang_2014_CVPR,Latent Dictionary Learning for Sparse Representation based Classification,"Yang, Meng and Dai, Dengxin and Shen, Lilin and Van Gool, Luc",June,2014
Ke_2014_CVPR,Is Rotation a Nuisance in Shape Recognition?,"Ke, Qiuhong and Li, Yi",June,2014
Liu_2014_CVPR,Dual-Space Decomposition of 2D Complex Shapes,"Liu, Guilin and Xi, Zhonghua and Lien, Jyh-Ming",June,2014
Raftopoulos_2014_CVPR,Noising versus Smoothing for Vertex Identification in Unknown Shapes,"Raftopoulos, Konstantinos A. and Ferecatu, Marin",June,2014
Zeng_2014_CVPR,Surface Registration by Optimization in Constrained Diffeomorphism Space,"Zeng, Wei and Ming Lui, Lok and Gu, Xianfeng",June,2014
Rodola_2014_CVPR,Dense Non-Rigid Shape Correspondence using Random Forests,"Rodola, Emanuele and Rota Bulo, Samuel and Windheuser, Thomas and Vestner, Matthias and Cremers, Daniel",June,2014
Tabia_2014_CVPR,Covariance Descriptors for 3D Shape Matching and Retrieval,"Tabia, Hedi and Laga, Hamid and Picard, David and Gosselin, Philippe-Henri",June,2014
Yoshiyasu_2014_CVPR,Symmetry-Aware Nonrigid Matching of Incomplete 3D Surfaces,"Yoshiyasu, Yusuke and Yoshida, Eiichi and Yokoi, Kazuhito and Sagawa, Ryusuke",June,2014
Fan_2014_CVPR,An Automated Estimator of Image Visual Realism Based on Human Cognition,"Fan, Shaojing and Ng, Tian-Tsong and Herberg, Jonathan S. and Koenig, Bryan L. and Tan, Cheston Y.-C. and Wang, Rangding",June,2014
Liu_2014_CVPR,SteadyFlow: Spatially Smooth Optical Flow for Video Stabilization,"Liu, Shuaicheng and Yuan, Lu and Tan, Ping and Sun, Jian",June,2014
Garrido_2014_CVPR,Automatic Face Reenactment,"Garrido, Pablo and Valgaerts, Levi and Rehmsen, Ole and Thormahlen, Thorsten and Perez, Patrick and Theobalt, Christian",June,2014
Kim_2014_CVPR,Joint Summarization of Large-scale Collections of Web Images and Videos for Storyline Reconstruction,"Kim, Gunhee and Sigal, Leonid and Xing, Eric P.",June,2014
Niu_2014_CVPR,Semi-supervised Relational Topic Model for Weakly Annotated Image Recognition in Social Media,"Niu, Zhenxing and Hua, Gang and Gao, Xinbo and Tian, Qi",June,2014
Ye_2014_CVPR,Beyond Human Opinion Scores: Blind Image Quality Assessment based on Synthetic Scores,"Ye, Peng and Kumar, Jayant and Doermann, David",June,2014
Ye_2014_CVPR,Active Sampling for Subjective Image Quality Assessment,"Ye, Peng and Doermann, David",June,2014
Guo_2014_CVPR,A Study on Cross-Population Age Estimation,"Guo, Guodong and Zhang, Chao",June,2014
Li_2014_CVPR,Remote Heart Rate Measurement From Face Videos Under Realistic Situations,"Li, Xiaobai and Chen, Jie and Zhao, Guoying and Pietikainen, Matti",June,2014
Redi_2014_CVPR,6 Seconds of Sound and Vision: Creativity in Micro-Videos,"Redi, Miriam and O'Hare, Neil and Schifanella, Rossano and Trevisiol, Michele and Jaimes, Alejandro",June,2014
Zamir_2014_CVPR,GPS-Tag Refinement using Random Walks with an Adaptive Damping Factor,"Roshan Zamir, Amir and Ardeshir, Shervin and Shah, Mubarak",June,2014
Szegedy_2015_CVPR,Going Deeper With Convolutions,"Szegedy, Christian and Liu, Wei and Jia, Yangqing and Sermanet, Pierre and Reed, Scott and Anguelov, Dragomir and Erhan, Dumitru and Vanhoucke, Vincent and Rabinovich, Andrew",June,2015
Chang_2015_CVPR,Propagated Image Filtering,"Rick Chang, Jen-Hao and Frank Wang, Yu-Chiang",June,2015
Gong_2015_CVPR,Web Scale Photo Hash Clustering on A Single Machine,"Gong, Yunchao and Pawlowski, Marcin and Yang, Fei and Brandy, Louis and Bourdev, Lubomir and Fergus, Rob",June,2015
Kuznetsova_2015_CVPR,Expanding Object Detector's Horizon: Incremental Learning Framework for Object Detection in Videos,"Kuznetsova, Alina and Ju Hwang, Sung and Rosenhahn, Bodo and Sigal, Leonid",June,2015
Shen_2015_CVPR,Supervised Discrete Hashing,"Shen, Fumin and Shen, Chunhua and Liu, Wei and Tao Shen, Heng",June,2015
Jain_2015_CVPR,"What do 15,000 Object Categories Tell Us About Classifying and Localizing Actions?","Jain, Mihir and van Gemert, Jan C. and Snoek, Cees G. M.",June,2015
Aljundi_2015_CVPR,Landmarks-Based Kernelized Subspace Alignment for Unsupervised Domain Adaptation,"Aljundi, Rahaf and Emonet, Remi and Muselet, Damien and Sebban, Marc",June,2015
Lai_2015_CVPR,Blur Kernel Estimation Using Normalized Color-Line Prior,"Lai, Wei-Sheng and Ding, Jian-Jiun and Lin, Yen-Yu and Chuang, Yung-Yu",June,2015
Naik_2015_CVPR,A Light Transport Model for Mitigating Multipath Interference in Time-of-Flight Sensors,"Naik, Nikhil and Kadambi, Achuta and Rhemann, Christoph and Izadi, Shahram and Raskar, Ramesh and Bing Kang, Sing",June,2015
Frintrop_2015_CVPR,Traditional Saliency Reloaded: A Good Old Model in New Shape,"Frintrop, Simone and Werner, Thomas and Martin Garcia, German",June,2015
Snape_2015_CVPR,Automatic Construction Of Robust Spherical Harmonic Subspaces,"Snape, Patrick and Panagakis, Yannis and Zafeiriou, Stefanos",June,2015
Park_2015_CVPR,Leveraging Stereo Matching With Learning-Based Confidence Measures,"Park, Min-Gyu and Yoon, Kuk-Jin",June,2015
Qin_2015_CVPR,Saliency Detection via Cellular Automata,"Qin, Yao and Lu, Huchuan and Xu, Yiqun and Wang, He",June,2015
Wulff_2015_CVPR,Efficient Sparse-to-Dense Optical Flow Estimation Using a Learned Basis and Layers,"Wulff, Jonas and Black, Michael J.",June,2015
Ciliberto_2015_CVPR,Learning Multiple Visual Tasks While Discovering Their Structure,"Ciliberto, Carlo and Rosasco, Lorenzo and Villa, Silvia",June,2015
Huang_2015_CVPR,Projection Metric Learning on Grassmann Manifold With Application to Video Based Face Recognition,"Huang, Zhiwu and Wang, Ruiping and Shan, Shiguang and Chen, Xilin",June,2015
Zhang_2015_CVPR,Structural Sparse Tracking,"Zhang, Tianzhu and Liu, Si and Xu, Changsheng and Yan, Shuicheng and Ghanem, Bernard and Ahuja, Narendra and Yang, Ming-Hsuan",June,2015
Kwon_2015_CVPR,Data-Driven Depth Map Refinement via Multi-Scale Sparse Representation,"Kwon, HyeokHyen and Tai, Yu-Wing and Lin, Stephen",June,2015
Lu_2015_CVPR,Uncalibrated Photometric Stereo Based on Elevation Angle Recovery From BRDF Symmetry of Isotropic Materials,"Lu, Feng and Sato, Imari and Sato, Yoichi",June,2015
Tao_2015_CVPR,Attributes and Categories for Generic Instance Search From One Example,"Tao, Ran and Smeulders, Arnold W.M. and Chang, Shih-Fu",June,2015
Abdelrahman_2015_CVPR,Heat Diffusion Over Weighted Manifolds: A New Descriptor for Textured 3D Non-Rigid Shapes,"Abdelrahman, Mostafa and Farag, Aly and Swanson, David and El-Melegy, Moumen T.",June,2015
Zach_2015_CVPR,A Dynamic Programming Approach for Fast and Robust Object Pose Recognition From Range Images,"Zach, Christopher and Penate-Sanchez, Adrian and Pham, Minh-Tri",June,2015
Lan_2015_CVPR,Beyond Gaussian Pyramid: Multi-Skip Feature Stacking for Action Recognition,"Lan, Zhengzhong and Lin, Ming and Li, Xuanchong and Hauptmann, Alex G. and Raj, Bhiksha",June,2015
Li_2015_CVPR,A Geodesic-Preserving Method for Image Warping,"Li, Dongping and He, Kaiming and Sun, Jian and Zhou, Kun",June,2015
Li_2015_CVPR,Shape Driven Kernel Adaptation in Convolutional Neural Network for Robust Facial Traits Recognition,"Li, Shaoxin and Xing, Junliang and Niu, Zhiheng and Shan, Shiguang and Yan, Shuicheng",June,2015
Ristin_2015_CVPR,From Categories to Subcategories: Large-Scale Image Classification With Partial Class Label Refinement,"Ristin, Marko and Gall, Juergen and Guillaumin, Matthieu and Van Gool, Luc",June,2015
Jiang_2015_CVPR,Combination Features and Models for Human Detection,"Jiang, Yunsheng and Ma, Jinwen",June,2015
Zhang_2015_CVPR,Improving Object Detection With Deep Convolutional Networks via Bayesian Optimization and Structured Prediction,"Zhang, Yuting and Sohn, Kihyuk and Villegas, Ruben and Pan, Gang and Lee, Honglak",June,2015
Leonardos_2015_CVPR,A Metric Parametrization for Trifocal Tensors With Non-Colinear Pinholes,"Leonardos, Spyridon and Tron, Roberto and Daniilidis, Kostas",June,2015
Allain_2015_CVPR,An Efficient Volumetric Framework for Shape Tracking,"Allain, Benjamin and Franco, Jean-Sebastien and Boyer, Edmond",June,2015
Li_2015_CVPR,Structured Sparse Subspace Clustering: A Unified Optimization Framework,"Li, Chun-Guang and Vidal, Rene",June,2015
Li_2015_CVPR,Delving Into Egocentric Actions,"Li, Yin and Ye, Zhefan and Rehg, James M.",June,2015
Kaltwang_2015_CVPR,Latent Trees for Estimating Intensity of Facial Action Units,"Kaltwang, Sebastian and Todorovic, Sinisa and Pantic, Maja",June,2015
Wu_2015_CVPR,Robust Regression on Image Manifolds for Ordered Label Denoising,"Wu, Hui and Souvenir, Richard",June,2015
Pittaluga_2015_CVPR,Privacy Preserving Optics for Miniature Vision Sensors,"Pittaluga, Francesco and Koppal, Sanjeev J.",June,2015
Hu_2015_CVPR,Deep Transfer Metric Learning,"Hu, Junlin and Lu, Jiwen and Tan, Yap-Peng",June,2015
Straub_2015_CVPR,Small-Variance Nonparametric Clustering on the Hypersphere,"Straub, Julian and Campbell, Trevor and How, Jonathan P. and Fisher, III, John W.",June,2015
Newcombe_2015_CVPR,DynamicFusion: Reconstruction and Tracking of Non-Rigid Scenes in Real-Time,"Newcombe, Richard A. and Fox, Dieter and Seitz, Steven M.",June,2015
Li_2015_CVPR,Reliable Patch Trackers: Robust Visual Tracking by Exploiting Reliable Patches,"Li, Yang and Zhu, Jianke and Hoi, Steven C.H.",June,2015
Liu_2015_CVPR,Predicting Eye Fixations Using Convolutional Neural Networks,"Liu, Nian and Han, Junwei and Zhang, Dingwen and Wen, Shifeng and Liu, Tianming",June,2015
Mai_2015_CVPR,Kernel Fusion for Better Image Deblurring,"Mai, Long and Liu, Feng",June,2015
Hane_2015_CVPR,Direction Matters: Depth Estimation With a Surface Normal Classifier,"Hane, Christian and Ladicky, Lubor and Pollefeys, Marc",June,2015
Papandreou_2015_CVPR,"Modeling Local and Global Deformations in Deep Learning: Epitomic Convolution, Multiple Instance Learning, and Sliding Window Detection","Papandreou, George and Kokkinos, Iasonas and Savalle, Pierre-Andre",June,2015
Yang_2015_CVPR,Grasp Type Revisited: A Modern Perspective on a Classical Feature for Vision,"Yang, Yezhou and Fermuller, Cornelia and Li, Yi and Aloimonos, Yiannis",June,2015
Huang_2015_CVPR,Learning Hypergraph-Regularized Attribute Predictors,"Huang, Sheng and Elhoseiny, Mohamed and Elgammal, Ahmed and Yang, Dan",June,2015
Mottaghi_2015_CVPR,A Coarse-to-Fine Model for 3D Pose Estimation and Sub-Category Recognition,"Mottaghi, Roozbeh and Xiang, Yu and Savarese, Silvio",June,2015
Nguyen_2015_CVPR,Deep Neural Networks Are Easily Fooled: High Confidence Predictions for Unrecognizable Images,"Nguyen, Anh and Yosinski, Jason and Clune, Jeff",June,2015
Girshick_2015_CVPR,Deformable Part Models are Convolutional Neural Networks,"Girshick, Ross and Iandola, Forrest and Darrell, Trevor and Malik, Jitendra",June,2015
Hariharan_2015_CVPR,Hypercolumns for Object Segmentation and Fine-Grained Localization,"Hariharan, Bharath and Arbelaez, Pablo and Girshick, Ross and Malik, Jitendra",June,2015
Hofmanninger_2015_CVPR,Mapping Visual Features to Semantic Profiles for Retrieval in Medical Imaging,"Hofmanninger, Johannes and Langs, Georg",June,2015
Schraml_2015_CVPR,Event-Driven Stereo Matching for Real-Time 3D Panoramic Vision,"Schraml, Stephan and Nabil Belbachir, Ahmed and Bischof, Horst",June,2015
Prusa_2015_CVPR,Graph-Based Simplex Method for Pairwise Energy Minimization With Binary Variables,"Prusa, Daniel",June,2015
Liu_2015_CVPR,Image Denoising via Adaptive Soft-Thresholding Based on Non-Local Samples,"Liu, Hangfan and Xiong, Ruiqin and Zhang, Jian and Gao, Wen",June,2015
Dou_2015_CVPR,3D Scanning Deformable Objects With a Single RGBD Sensor,"Dou, Mingsong and Taylor, Jonathan and Fuchs, Henry and Fitzgibbon, Andrew and Izadi, Shahram",June,2015
Byrne_2015_CVPR,Nested Motion Descriptors,"Byrne, Jeffrey",June,2015
Graber_2015_CVPR,Efficient Minimal-Surface Regularization of Perspective Depth Maps in Variational Stereo,"Graber, Gottfried and Balzer, Jonathan and Soatto, Stefano and Pock, Thomas",June,2015
Shekhovtsov_2015_CVPR,Maximum Persistency via Iterative Relaxed Inference With Graphical Models,"Shekhovtsov, Alexander and Swoboda, Paul and Savchynskyy, Bogdan",June,2015
Sharma_2015_CVPR,Deep Hierarchical Parsing for Semantic Segmentation,"Sharma, Abhishek and Tuzel, Oncel and Jacobs, David W.",June,2015
Wang_2015_CVPR,Designing Deep Networks for Surface Normal Estimation,"Wang, Xiaolong and Fouhey, David and Gupta, Abhinav",June,2015
Sun_2015_CVPR,Layered RGBD Scene Flow Estimation,"Sun, Deqing and Sudderth, Erik B. and Pfister, Hanspeter",June,2015
Carreira-Perpinan_2015_CVPR,Hashing With Binary Autoencoders,"Carreira-Perpinan, Miguel A. and Raziperchikolaei, Ramin",June,2015
Song_2015_CVPR,SUN RGB-D: A RGB-D Scene Understanding Benchmark Suite,"Song, Shuran and Lichtenberg, Samuel P. and Xiao, Jianxiong",June,2015
Fang_2015_CVPR,Collaborative Feature Learning From Social Media,"Fang, Chen and Jin, Hailin and Yang, Jianchao and Lin, Zhe",June,2015
Cao_2015_CVPR,Diversity-Induced Multi-View Subspace Clustering,"Cao, Xiaochun and Zhang, Changqing and Fu, Huazhu and Liu, Si and Zhang, Hua",June,2015
Horn_2015_CVPR,Building a Bird Recognition App and Large Scale Dataset With Citizen Scientists: The Fine Print in Fine-Grained Dataset Collection,"Van Horn, Grant and Branson, Steve and Farrell, Ryan and Haber, Scott and Barry, Jessie and Ipeirotis, Panos and Perona, Pietro and Belongie, Serge",June,2015
Shi_2015_CVPR,Early Burst Detection for Memory-Efficient Image Retrieval,"Shi, Miaojing and Avrithis, Yannis and Jegou, Herve",June,2015
Zhuo_2015_CVPR,Indoor Scene Structure Analysis for Single Image Depth Estimation,"Zhuo, Wei and Salzmann, Mathieu and He, Xuming and Liu, Miaomiao",June,2015
Fiss_2015_CVPR,Light Field Layer Matting,"Fiss, Juliet and Curless, Brian and Szeliski, Rick",June,2015
Zhou_2015_CVPR,Depth Camera Tracking With Contour Cues,"Zhou, Qian-Yi and Koltun, Vladlen",June,2015
Kukelova_2015_CVPR,Radial Distortion Homography,"Kukelova, Zuzana and Heller, Jan and Bujnak, Martin and Pajdla, Tomas",June,2015
Tompson_2015_CVPR,Efficient Object Localization Using Convolutional Networks,"Tompson, Jonathan and Goroshin, Ross and Jain, Arjun and LeCun, Yann and Bregler, Christoph",June,2015
Shi_2015_CVPR,Just Noticeable Defocus Blur Detection and Estimation,"Shi, Jianping and Xu, Li and Jia, Jiaya",June,2015
Huang_2015_CVPR,How Do We Use Our Hands? Discovering a Diverse Set of Common Grasps,"Huang, De-An and Ma, Minghuang and Ma, Wei-Chiu and Kitani, Kris M.",June,2015
Yim_2015_CVPR,Rotating Your Face Using Multi-Task Deep Neural Network,"Yim, Junho and Jung, Heechul and Yoo, ByungIn and Choi, Changkyu and Park, Dusik and Kim, Junmo",June,2015
Oquab_2015_CVPR,Is Object Localization for Free? - Weakly-Supervised Learning With Convolutional Neural Networks,"Oquab, Maxime and Bottou, Leon and Laptev, Ivan and Sivic, Josef",June,2015
Jing_2015_CVPR,Super-Resolution Person Re-Identification With Semi-Coupled Low-Rank Discriminant Dictionary Learning,"Jing, Xiao-Yuan and Zhu, Xiaoke and Wu, Fei and You, Xinge and Liu, Qinglong and Yue, Dong and Hu, Ruimin and Xu, Baowen",June,2015
Yang_2015_CVPR,Dual Domain Filters Based Texture and Structure Preserving Image Non-Blind Deconvolution,"Yang, Hang and Zhu, Ming and Niu, Yan and Guan, Yujing and Zhang, Zhongbo",June,2015
Dong_2015_CVPR,Region-Based Temporally Consistent Video Post-Processing,"Dong, Xuan and Bonev, Boyan and Zhu, Yu and Yuille, Alan L.",June,2015
Ren_2015_CVPR,Global Refinement of Random Forest,"Ren, Shaoqing and Cao, Xudong and Wei, Yichen and Sun, Jian",June,2015
Tsai_2015_CVPR,Adaptive Region Pooling for Object Detection,"Tsai, Yi-Hsuan and Hamsici, Onur C. and Yang, Ming-Hsuan",June,2015
Rastegari_2015_CVPR,Discriminative and Consistent Similarities in Instance-Level Multiple Instance Learning,"Rastegari, Mohammad and Hajishirzi, Hannaneh and Farhadi, Ali",June,2015
Hong_2015_CVPR,MUlti-Store Tracker (MUSTer): A Cognitive Psychology Inspired Approach to Object Tracking,"Hong, Zhibin and Chen, Zhe and Wang, Chaohui and Mei, Xue and Prokhorov, Danil and Tao, Dacheng",June,2015
Gkioxari_2015_CVPR,Finding Action Tubes,"Gkioxari, Georgia and Malik, Jitendra",June,2015
Sun_2015_CVPR,Learning a Convolutional Neural Network for Non-Uniform Motion Blur Removal,"Sun, Jian and Cao, Wenfei and Xu, Zongben and Ponce, Jean",June,2015
Xiao_2015_CVPR,Complexity-Adaptive Distance Metric for Object Proposals Generation,"Xiao, Yao and Lu, Cewu and Tsougenis, Efstratios and Lu, Yongyi and Tang, Chi-Keung",June,2015
Zhu_2015_CVPR,High-Fidelity Pose and Expression Normalization for Face Recognition in the Wild,"Zhu, Xiangyu and Lei, Zhen and Yan, Junjie and Yi, Dong and Li, Stan Z.",June,2015
Saito_2015_CVPR,Transformation of Markov Random Fields for Marginal Distribution Estimation,"Saito, Masaki and Okatani, Takayuki",June,2015
Liu_2015_CVPR,Sparse Convolutional Neural Networks,"Liu, Baoyuan and Wang, Min and Foroosh, Hassan and Tappen, Marshall and Pensky, Marianna",June,2015
Schroff_2015_CVPR,FaceNet: A Unified Embedding for Face Recognition and Clustering,"Schroff, Florian and Kalenichenko, Dmitry and Philbin, James",June,2015
Sun_2015_CVPR,Cascaded Hand Pose Regression,"Sun, Xiao and Wei, Yichen and Liang, Shuang and Tang, Xiaoou and Sun, Jian",June,2015
Zhang_2015_CVPR,Cross-Scene Crowd Counting via Deep Convolutional Neural Networks,"Zhang, Cong and Li, Hongsheng and Wang, Xiaogang and Yang, Xiaokang",June,2015
Xiao_2015_CVPR,The Application of Two-Level Attention Models in Deep Convolutional Neural Network for Fine-Grained Image Classification,"Xiao, Tianjun and Xu, Yichong and Yang, Kuiyuan and Zhang, Jiaxing and Peng, Yuxin and Zhang, Zheng",June,2015
Wan_2015_CVPR,"End-to-End Integration of a Convolution Network, Deformable Parts Model and Non-Maximum Suppression","Wan, Li and Eigen, David and Fergus, Rob",June,2015
Peng_2015_CVPR,"A Mixed Bag of Emotions: Model, Predict, and Transfer Emotion Distributions","Peng, Kuan-Chuan and Chen, Tsuhan and Sadovnik, Amir and Gallagher, Andrew C.",June,2015
Simo-Serra_2015_CVPR,Neuroaesthetics in Fashion: Modeling the Perception of Fashionability,"Simo-Serra, Edgar and Fidler, Sanja and Moreno-Noguer, Francesc and Urtasun, Raquel",June,2015
Hengel_2015_CVPR,Part-Based Modelling of Compound Scenes From Images,"van den Hengel, Anton and Russell, Chris and Dick, Anthony and Bastian, John and Pooley, Daniel and Fleming, Lachlan and Agapito, Lourdes",June,2015
Veksler_2015_CVPR,Efficient Parallel Optimization for Potts Energy With Hierarchical Fusion,"Veksler, Olga",June,2015
Ryoo_2015_CVPR,Pooled Motion Features for First-Person Videos,"Ryoo, Michael S. and Rothrock, Brandon and Matthies, Larry",June,2015
Kovnatsky_2015_CVPR,Functional Correspondence by Matrix Completion,"Kovnatsky, Artiom and Bronstein, Michael M. and Bresson, Xavier and Vandergheynst, Pierre",June,2015
Kim_2015_CVPR,Elastic-Net Regularization of Singular Values for Robust Subspace Learning,"Kim, Eunwoo and Lee, Minsik and Oh, Songhwai",June,2015
Kuang_2015_CVPR,Hardware Compliant Approximate Image Codes,"Kuang, Da and Gittens, Alex and Hamid, Raffay",June,2015
Chatterjee_2015_CVPR,Photometric Refinement of Depth Maps for Multi-Albedo Objects,"Chatterjee, Avishek and Madhav Govindu, Venu",June,2015
Lampert_2015_CVPR,Predicting the Future Behavior of a Time-Varying Probability Distribution,"Lampert, Christoph H.",June,2015
Khoreva_2015_CVPR,Classifier Based Graph Construction for Video Segmentation,"Khoreva, Anna and Galasso, Fabio and Hein, Matthias and Schiele, Bernt",June,2015
Heilbron_2015_CVPR,ActivityNet: A Large-Scale Video Benchmark for Human Activity Understanding,"Caba Heilbron, Fabian and Escorcia, Victor and Ghanem, Bernard and Carlos Niebles, Juan",June,2015
Li_2015_CVPR,Mid-Level Deep Pattern Mining,"Li, Yao and Liu, Lingqiao and Shen, Chunhua and van den Hengel, Anton",June,2015
Sattar_2015_CVPR,Prediction of Search Targets From Fixations in Open-World Settings,"Sattar, Hosnieh and Muller, Sabine and Fritz, Mario and Bulling, Andreas",June,2015
Lenc_2015_CVPR,Understanding Image Representations by Measuring Their Equivariance and Equivalence,"Lenc, Karel and Vedaldi, Andrea",June,2015
Cheng_2015_CVPR,Effective Learning-Based Illuminant Estimation Using Simple Features,"Cheng, Dongliang and Price, Brian and Cohen, Scott and Brown, Michael S.",June,2015
Schonberger_2015_CVPR,PAIGE: PAirwise Image Geometry Encoding for Improved Efficiency in Structure-From-Motion,"Schonberger, Johannes L. and Berg, Alexander C. and Frahm, Jan-Michael",June,2015
Yang_2015_CVPR,"Dense, Accurate Optical Flow Estimation With Piecewise Parametric Model","Yang, Jiaolong and Li, Hongdong",June,2015
Rodrigues_2015_CVPR,Single-Image Estimation of the Camera Response Function in Near-Lighting,"Rodrigues, Pedro and Barreto, Joao P.",June,2015
Hwang_2015_CVPR,Multispectral Pedestrian Detection: Benchmark Dataset and Baseline,"Hwang, Soonmin and Park, Jaesik and Kim, Namil and Choi, Yukyung and So Kweon, In",June,2015
Lee_2015_CVPR,A Low-Dimensional Step Pattern Analysis Algorithm With Application to Multimodal Retinal Image Registration,"Addison Lee, Jimmy and Cheng, Jun and Hai Lee, Beng and Ping Ong, Ee and Xu, Guozhen and Wing Kee Wong, Damon and Liu, Jiang and Laude, Augustinus and Han Lim, Tock",June,2015
Kong_2015_CVPR,Bilinear Heterogeneous Information Machine for RGB-D Action Recognition,"Kong, Yu and Fu, Yun",June,2015
Kim_2015_CVPR,MRF Optimization by Graph Approximation,"Kim, Wonsik and Mu Lee, Kyoung",June,2015
Jiang_2015_CVPR,SALICON: Saliency in Context,"Jiang, Ming and Huang, Shengsheng and Duan, Juanyong and Zhao, Qi",June,2015
Bilen_2015_CVPR,Weakly Supervised Object Detection With Convex Clustering,"Bilen, Hakan and Pedersoli, Marco and Tuytelaars, Tinne",June,2015
Shin_2015_CVPR,Interleaved Text/Image Deep Mining on a Very Large-Scale Radiology Database,"Shin, Hoo-Chang and Lu, Le and Kim, Lauren and Seff, Ari and Yao, Jianhua and Summers, Ronald M.",June,2015
Ramanathan_2015_CVPR,Learning Semantic Relationships for Better Action Retrieval in Images,"Ramanathan, Vignesh and Li, Congcong and Deng, Jia and Han, Wei and Li, Zhen and Gu, Kunlong and Song, Yang and Bengio, Samy and Rosenberg, Charles and Fei-Fei, Li",June,2015
Du_2015_CVPR,Hierarchical Recurrent Neural Network for Skeleton Based Action Recognition,"Du, Yong and Wang, Wei and Wang, Liang",June,2015
Li_2015_CVPR,Depth and Surface Normal Estimation From Monocular Images Using Regression on Deep Features and Hierarchical CRFs,"Li, Bo and Shen, Chunhua and Dai, Yuchao and van den Hengel, Anton and He, Mingyi",June,2015
Richter_2015_CVPR,Discriminative Shape From Shading in Uncalibrated Illumination,"Richter, Stephan R. and Roth, Stefan",June,2015
Lu_2015_CVPR,Multi-Manifold Deep Metric Learning for Image Set Classification,"Lu, Jiwen and Wang, Gang and Deng, Weihong and Moulin, Pierre and Zhou, Jie",June,2015
Dehghan_2015_CVPR,Target Identity-Aware Network Flow for Online Multiple Target Tracking,"Dehghan, Afshin and Tian, Yicong and Torr, Philip H. S. and Shah, Mubarak",June,2015
Lin_2015_CVPR,Adaptive As-Natural-As-Possible Image Stitching,"Lin, Chung-Ching and Pankanti, Sharathchandra U. and Natesan Ramamurthy, Karthikeyan and Aravkin, Aleksandr Y.",June,2015
Revaud_2015_CVPR,EpicFlow: Edge-Preserving Interpolation of Correspondences for Optical Flow,"Revaud, Jerome and Weinzaepfel, Philippe and Harchaoui, Zaid and Schmid, Cordelia",June,2015
Cheng_2015_CVPR,Learning Coarse-to-Fine Sparselets for Efficient Object Detection and Scene Classification,"Cheng, Gong and Han, Junwei and Guo, Lei and Liu, Tianming",June,2015
Liu_2015_CVPR,Continuous Visibility Feature,"Liu, Guilin and Gingold, Yotam and Lien, Jyh-Ming",June,2015
Zhou_2015_CVPR,"FlowWeb: Joint Image Set Alignment by Weaving Consistent, Pixel-Wise Correspondences","Zhou, Tinghui and Jae Lee, Yong and Yu, Stella X. and Efros, Alyosha A.",June,2015
Cho_2015_CVPR,Unsupervised Object Discovery and Localization in the Wild: Part-Based Matching With Bottom-Up Region Proposals,"Cho, Minsu and Kwak, Suha and Schmid, Cordelia and Ponce, Jean",June,2015
Zhen_2015_CVPR,Supervised Descriptor Learning for Multi-Output Regression,"Zhen, Xiantong and Wang, Zhijie and Yu, Mengyang and Li, Shuo",June,2015
Gasparetto_2015_CVPR,A Statistical Model of Riemannian Metric Variation for Deformable Shape Analysis,"Gasparetto, Andrea and Torsello, Andrea",June,2015
Souza_2015_CVPR,Temporally Coherent Interpretations for Long Videos Using Pattern Theory,"Souza, Fillipe and Sarkar, Sudeep and Srivastava, Anuj and Su, Jingyong",June,2015
Ramalingam_2015_CVPR,Line-Sweep: Cross-Ratio For Wide-Baseline Matching and 3D Reconstruction,"Ramalingam, Srikumar and Antunes, Michel and Snow, Dan and Hee Lee, Gim and Pillai, Sudeep",June,2015
Long_2015_CVPR,Simplified Mirror-Based Camera Pose Computation via Rotation Averaging,"Long, Gucan and Kneip, Laurent and Li, Xin and Zhang, Xiaohu and Yu, Qifeng",June,2015
