A_id,B_id
2340,5251
2340,2634
2340,1127
2340,2997
2340,320
2340,5723
2340,4781
2340,9499
2346,6073
2346,6477
2349,1109
2349,4242
2349,1061
2349,7627
2358,7207
2358,9819
2358,1061
2358,4242
2358,1109
2358,4359
2358,1498
2358,4391
2358,4980
2364,1116
2364,5856
2370,6559
2373,5260
2373,3103
2373,2342
2373,5520
2376,4972
2376,1892
2376,538
2376,485
2376,5690
2376,878
2376,1951
2376,6136
2376,1866
2376,2467
2376,6559
2376,811
2376,2173
2376,1364
2376,5879
2376,6530
2376,1899
2376,2667
2376,8090
2376,6699
2376,6942
2376,7348
2382,6457
2385,1740
2385,3522
2388,9419
2388,7645
2388,8365
2388,7885
2388,1032
2388,3043
2388,2481
2388,344
2394,6269
2394,242
2394,1371
2397,9292
2397,8111
2397,446
2397,375
2397,1486
24,6119
240,6799
2403,1866
2403,4304
2403,6563
2412,6808
2427,2146
243,1018
2430,4229
2433,8664
2445,4813
2451,3488
2457,4549
2457,1955
2457,2642
2457,1657
246,8111
246,5307
246,2123
2466,5241
2466,2418
2469,4694
2469,6039
2481,7447
2481,705
2484,3934
2484,6194
2484,2790
249,4391
2493,4937
2502,8332
2514,4397
2514,1082
2514,2381
2514,2464
2514,9893
2517,5057
2523,5084
2535,121
2553,1899
2553,4991
2553,6099
2553,6237
2553,8571
2553,7641
2553,9211
2553,8764
2553,9335
2562,8617
2568,8827
2571,3865
2577,3424
2577,4771
2580,1486
2580,8111
2586,6284
2586,9669
2586,9505
2589,8735
2592,6808
2595,2481
2595,9418
2595,9184
2595,7480
2601,5770
2607,1675
2607,2910
2610,8003
2610,8306
2613,8617
2619,1970
2619,2141
2622,1267
2637,9292
2643,5993
2646,9807
2646,7597
2670,8111
2670,3946
2673,4771
2673,7885
2673,7487
2676,8745
2676,273
2676,3914
2682,8511
2685,9304
2685,6141
2685,538
2688,9304
2688,7399
2691,3103
2691,1687
2691,1527
2691,5260
2691,1790
2691,1107
2691,6255
2694,9419
270,4391
2700,9419
2700,8401
2700,1267
2709,1076
2712,1051
2712,3877
2712,5653
2724,5002
2724,2275
2727,4789
2733,6099
2742,519
2751,7878
2754,4604
2760,9419
2763,1529
2769,5062
2772,6708
2778,6063
2781,8579
2781,9304
2781,8111
2781,7399
2781,9918
2787,9547
2787,9546
2793,703
2796,4549
2796,2652
2796,9209
2802,499
2802,6942
2805,9211
2805,9918
2805,3184
2805,120
2805,927
2808,387
2808,6147
2808,8387
2808,7028
2808,8319
2808,9190
2808,7871
2811,406
2811,446
2811,2169
2811,499
2811,7666
2811,9543
2814,3877
2817,1227
2817,6942
2817,7524
2823,9295
2823,8183
2823,4830
2832,7115
2841,6735
285,6260
285,7279
2850,8349
2850,8486
2853,4771
2853,2035
2853,4937
2853,2169
2853,884
2853,5996
2853,2667
2853,5886
2853,2057
2853,8090
2853,9211
2874,2381
2874,2698
2874,5738
2877,1230
288,2270
2883,5703
2886,5160
2898,6574
2898,8010
2898,8524
2907,1512
2907,9575
291,1534
291,5653
2910,6100
2916,9634
2934,6851
2934,8170
2934,1971
2937,1672
2937,7984
2943,6039
2946,2519
2946,7358
2946,8026
2946,9022
2946,8914
2955,6395
2955,1891
2955,3658
2958,8052
2958,5139
297,6559
297,2294
297,7161
2970,5062
2982,1727
2982,3717
2982,3877
2982,2141
2982,9381
2982,9667
2985,429
2988,2184
2988,9859
2994,8861
3003,2048
3003,8955
3003,9824
3003,7487
3006,5198
3006,9504
3006,7182
3012,1107
3012,7482
3015,3010
3021,3771
3021,2516
3021,4734
3021,5054
3021,7830
3021,8060
3024,2698
3024,93
3024,2381
3024,8112
3024,8552
3033,3771
3039,8371
3045,2935
3054,692
306,1123
306,95
3060,9704
3060,8401
3063,4401
3066,8611
3069,5517
3072,8401
3072,4338
3075,3371
3075,273
3084,9364
3087,3073
3087,6099
3087,9381
3093,9545
3096,9419
3096,9420
3096,9547
3096,8040
3096,9546
3096,9418
3096,3010
3096,301
3099,5251
3102,5605
3102,5179
3102,5083
3102,1668
3108,8735
3111,5775
3111,8365
3114,3865
3114,8401
3114,9917
3117,7641
312,8531
3123,1082
3126,3536
3126,8401
3129,4515
3129,4514
3141,1503
3144,8946
315,5268
315,8861
315,9675
315,8412
3153,2535
3156,1893
3156,8636
3159,4515
3159,4514
3165,4161
3168,1020
3168,4337
3174,9381
3174,3877
3183,3212
3183,8383
3192,6192
3204,6337
3204,947
3204,8210
3207,5857
3207,625
3207,9304
3207,8560
3207,7915
3207,9166
3213,3771
3219,2464
3219,6039
3225,9304
3243,9851
3243,9852
3243,7722
3246,7321
3246,3370
3246,6040
3249,694
3249,5146
3249,7295
3249,9364
3252,9477
3252,8401
3252,7795
3252,273
3252,2970
3252,2274
3255,9532
3258,2439
3258,8281
3261,8552
3261,1574
3261,1590
3270,331
3270,6136
3276,1687
3276,1951
3276,8801
3279,8885
3282,3611
3285,5520
3285,2562
3285,5332
3285,106
3285,3007
3285,5513
3285,2601
3285,3010
3285,284
3285,2404
3285,4173
3285,1701
3285,4706
3285,4973
3285,2591
3285,7666
3285,9092
3285,7676
3285,8111
3285,7484
3285,8743
3285,8795
3285,7091
3285,9543
3285,8527
3285,7641
3285,7137
3285,7986
3288,6616
3297,8111
3297,8391
3297,9568
3297,8795
3297,7487
330,775
330,988
330,1541
330,1921
330,3914
330,8959
330,8745
330,7464
330,9543
330,7858
330,8187
3306,2698
3306,2381
3312,3608
3315,811
3315,8569
3321,8861
3324,8272
3327,8320
3327,5860
3327,6143
3327,5769
3327,2726
333,3863
333,9675
3339,2652
3339,1457
3339,8111
3342,7754
3342,8428
3342,9292
3345,1725
3345,2019
3345,2961
3345,8111
3348,1267
3348,7885
3351,9225
336,4973
336,2609
336,7362
3360,7274
3360,1322
3360,1279
3363,574
3366,9166
3366,8693
3366,7915
3366,8861
3366,120
3369,5751
3369,9093
3375,8735
3375,9816
3375,9166
3375,8955
3375,8265
3375,7915
3375,6097
3375,5513
3375,6605
3375,6625
3384,5363
3387,3914
3387,5520
3387,8616
3387,9508
3387,9615
3387,7676
3387,8745
3396,3864
3396,4771
3396,7754
3399,3535
3399,2353
3399,9614
3420,7197
3426,988
3426,798
3426,6374
3426,2642
3426,2484
3426,5897
3426,2169
3426,3434
3426,6141
3426,2755
3426,1657
3426,3103
3426,7464
3426,9209
3426,7666
3426,7858
3426,9017
3426,9543
3429,8003
3429,8306
3438,8003
3441,4420
3444,3236
3444,9601
3453,9645
3462,7645
3462,7885
3468,7655
3471,1051
3474,2601
3474,8955
3474,9816
3492,8745
3495,8033
3498,9477
3501,2034
3501,6289
3504,5987
3507,2667
351,8210
3510,7134
3510,7145
3510,2761
3513,9068
3519,1943
3519,2530
3519,5665
3519,8199
3522,5993
3525,1854
3525,6151
3525,972
3525,8332
3525,9306
3525,8090
3528,0
3528,1740
3528,5019
3531,8509
3531,1909
3537,8223
3537,3420
354,1364
354,9412
3543,9292
3543,9543
3546,9543
36,5251
36,1632
36,4660
36,8615
36,8944
360,3771
363,277
363,927
363,9995
363,9299
363,7863
387,5662
393,6508
393,4660
393,9309
396,3745
405,7840
405,2381
405,1306
405,1053
405,1925
405,2368
405,1107
405,1977
408,8861
411,7269
411,5440
411,2345
414,1107
423,2021
441,181
441,6064
447,8827
447,4771
447,5432
453,1178
453,3556
453,7350
453,8161
462,320
474,4845
474,5014
474,1574
474,4830
474,5646
474,1909
477,1106
477,8003
477,8306
48,7972
483,3803
486,5577
489,4987
489,9832
489,8467
489,6825
498,336
498,5298
510,811
513,9628
516,2391
534,8745
534,3914
543,7212
549,6284
552,3073
552,5756
552,1267
552,2113
552,9568
558,1224
561,2912
564,9615
564,5736
567,3914
567,8745
567,9615
567,7795
567,8401
573,5939
573,891
573,5577
573,5541
597,9439
597,868
606,6034
606,3436
606,6312
615,5134
615,4016
615,1498
615,5543
615,8048
621,6466
621,5090
621,5236
621,1776
621,9679
621,8664
630,1267
633,7099
633,4770
633,1321
636,2391
642,5156
645,1267
645,9381
648,8946
654,892
654,32
654,4060
654,7724
654,8208
657,8991
66,2408
660,3505
660,811
660,5347
663,3914
663,1527
663,5578
663,7645
663,8745
663,7885
663,7188
669,8569
669,4034
675,3630
678,3946
678,3582
678,8704
678,9767
678,6731
678,6858
681,7156
681,3699
69,1743
69,3587
693,2141
705,8383
708,8439
711,6833
714,7994
723,5966
726,735
726,5004
729,7343
729,9995
729,8793
729,7858
729,8111
729,7840
729,7509
729,611
729,927
729,5307
729,2123
729,3436
729,1755
729,6099
735,1511
741,8412
741,1591
741,665
741,5268
744,2113
744,273
744,5756
744,7240
747,4771
747,2200
747,152
747,538
747,9304
75,9292
75,3180
750,692
756,9095
765,5062
765,1020
774,3934
780,1582
780,2594
780,3630
786,8569
786,7343
786,96
792,4366
792,8018
792,8768
792,9353
810,5628
822,2726
822,5860
822,6054
825,5502
825,3864
825,2506
825,952
825,1003
831,2173
831,538
831,4032
831,8412
831,8477
834,6460
84,8195
840,6260
840,9624
843,9918
843,8745
843,9381
843,7295
843,5487
843,1977
843,2397
843,4512
843,3914
843,2479
843,1864
843,5090
843,6437
843,3349
852,9707
855,8946
864,2574
864,273
870,9431
876,7837
879,6460
891,8040
891,3010
894,273
897,6205
897,1510
9,2698
9,2381
90,3436
903,2951
903,5746
909,1819
909,1198
912,6378
912,1965
912,889
912,3331
924,4024
924,5999
93,4789
93,1891
93,3885
933,8285
933,9852
933,8735
933,8955
933,6141
933,6099
936,1712
936,2614
936,3771
936,6002
936,9163
936,9008
936,8686
939,2652
945,7645
945,3010
951,3658
951,1499
951,2121
951,1891
951,2958
951,2404
951,5707
951,558
951,9741
951,9095
951,8771
969,446
969,1061
972,6955
972,1146
978,3914
978,5370
978,8745
987,8412
987,7348
987,9166
987,120
987,2280
987,6605
987,1866
99,3064
99,1176
99,9418
99,9419
99,9177
100,7765
1000,3321
1003,2935
1006,31
1006,1931
1006,9148
1006,8674
1009,2141
1009,3645
1012,7399
1012,7754
1012,8111
1012,9686
1012,195
1012,1675
1012,1790
1012,3863
1012,6472
1012,927
1012,4771
1018,1725
1018,7591
1027,250
103,5413
103,3441
103,4981
103,6302
103,9717
1039,5742
1042,166
1048,1657
1051,2118
1054,927
1054,7399
1054,8111
1057,842
1057,9304
1066,7903
1069,1109
1069,1061
1069,4242
1069,7006
1072,8627
1087,2123
1096,9802
1099,7088
1099,1116
1099,5856
1105,6603
1105,4768
1105,1534
1105,7107
1105,9624
1108,9399
1108,9968
1117,2593
1120,9543
1120,7394
1120,3434
1120,690
1120,3520
1120,2146
1120,1657
1120,6097
1126,4937
1126,1221
1132,1592
1132,9805
1135,115
1135,915
1144,8560
1144,9495
1144,1712
1144,3561
1144,3436
1144,2614
1153,6312
1156,7137
1162,1554
1162,273
1165,120
1165,1623
1165,2353
1165,6530
1165,5857
1165,6487
1165,927
1165,6437
1165,6375
1165,4016
1165,6872
1165,9318
1165,7203
1165,7369
1165,8447
1165,7034
1168,9209
1168,6487
1168,375
1168,2169
1171,5857
1171,309
1171,6141
1171,3180
1171,4131
1171,9292
1171,8664
1171,6744
1174,5577
1192,5823
1192,6141
1192,1496
1192,798
1192,1878
1192,7156
1195,5717
1204,5268
1204,2598
1204,8412
1210,8549
1210,3480
1210,1479
1219,7831
1219,8272
1219,8546
1219,9775
1219,2141
1222,5297
1222,4996
1222,4012
1222,365
1222,9304
1222,9704
1228,6239
1228,4058
1228,2433
1228,4771
1228,5413
1228,9505
1228,7387
1234,1267
1234,6563
1234,375
1234,7134
1240,5268
1240,4972
1240,1511
1243,8571
1243,694
1243,1091
1243,988
1243,1591
1243,5543
1246,9807
1246,3865
1246,4034
1246,5233
1249,3914
1252,5653
1255,9704
1258,9292
1258,8349
1258,6489
1261,1606
1261,4472
1261,1759
1261,1568
1261,1672
1261,8132
1264,2783
1264,2021
1264,1082
1264,8011
1267,7885
1273,8497
1279,8745
1279,3914
1282,4901
1285,942
1285,8082
1291,3301
13,1106
130,9675
130,273
1300,1574
1300,5092
1303,2502
1315,9545
1315,9499
1318,3905
1318,3771
1318,1118
1318,8571
1318,8401
1330,3478
1330,1146
1330,6955
1339,927
1339,9299
1342,6515
1345,9354
1345,2416
1348,7212
1351,1777
1351,8201
1351,8754
1357,4391
1366,6527
1366,5090
1366,1501
1369,6237
1369,6099
1369,7641
1372,6437
1384,3902
1384,1486
1384,183
1384,3797
1384,4756
1384,5098
1384,4830
1384,2466
1384,7140
1384,7858
1384,8111
139,6601
139,6125
139,4141
139,5690
139,8184
1390,6099
1393,774
1393,3837
1399,7109
1399,1574
1399,4391
1408,964
1408,6151
1408,4137
1408,2381
1408,8332
1408,8090
1411,9291
1411,7909
1411,1740
1411,115
1417,6494
142,8521
142,8520
1420,2464
1426,3556
1426,5684
1426,7902
1426,7841
1429,1108
1429,4019
1429,9543
1429,9832
1438,7480
1438,9417
1438,9418
1438,6879
1438,9546
1441,7875
1441,3221
1447,1462
145,3636
1456,8401
1456,3814
1456,6563
1456,3180
1465,4359
1465,3224
1468,8509
1471,9704
1471,7902
1471,1892
1471,1027
148,1088
148,3326
1480,1679
1480,2364
1480,2270
1480,4024
1480,3645
1483,7902
1483,273
1486,6039
1492,847
1495,5298
1495,336
1504,5141
1504,5294
1504,1742
1504,5686
1504,8881
1504,6739
1504,9420
1504,9418
1504,7382
1504,9419
151,6447
1510,1116
1510,4012
1510,4982
1510,8033
1513,4458
1513,1479
1513,6851
1513,6838
1519,6312
1525,3810
1525,320
1525,8003
1528,9615
1528,8745
1528,3914
1534,7125
1534,8915
1537,1129
1537,5090
1537,1914
154,4877
154,1588
154,7826
154,8928
1540,3051
1543,7907
1561,3338
157,7885
157,6099
1573,811
1585,8265
1585,7034
1585,8090
1585,7240
1585,5425
1585,1733
1585,6658
1585,3746
1585,1267
1588,6143
1588,1452
1588,2726
1588,5860
1600,5952
1600,6237
1600,5543
1600,9022
1600,9211
1618,7026
1618,7347
1621,6800
1621,7567
1621,250
1627,5513
163,8048
1630,2783
1630,5268
1630,1511
1636,446
1636,1048
1636,406
1654,7295
166,915
1663,484
1663,798
1663,9360
1669,5062
1678,3630
1678,1574
1687,7182
1690,5095
1690,1895
1693,4704
1705,7754
1705,4921
1705,1082
1705,3865
1708,273
1714,8955
1714,4704
1714,4242
1714,1061
1714,1479
1729,6065
1729,6559
1744,166
175,8534
175,8942
1756,842
1756,9304
178,2169
178,9209
1786,5746
1786,2947
1786,4813
1786,1687
1786,6744
1786,7239
1795,1909
1795,2239
1798,6153
1801,5999
1801,9335
1807,7532
1807,1656
1807,4771
1807,972
1807,4402
181,2108
1819,8827
1822,2520
1822,309
1825,7915
1825,6793
1825,8780
1825,9304
1825,1635
1825,2467
1825,365
1825,4961
1825,1866
1825,6563
1825,3112
1825,1751
1828,6273
1828,1622
1828,2686
1828,2356
1831,8373
184,9163
184,9624
1846,9536
1852,1882
1852,2687
1861,375
1861,6331
1861,6631
1861,6605
1861,5558
1861,2466
1867,4307
1867,6151
1867,1657
1867,1081
1867,5897
1867,2947
1867,5002
1867,6744
1867,7239
1867,8514
1873,2121
1873,1020
1873,6033
1873,5062
1876,166
1876,360
1888,3636
1891,2561
1894,3103
1894,7145
1894,8235
1897,7645
1897,7885
1897,6942
1897,4307
19,4830
19,538
19,1986
19,4982
19,8183
19,9304
19,6942
1903,1574
1918,2935
1918,222
1921,1051
1921,6200
1924,6879
1924,1267
1927,7889
1927,4544
1927,5513
1927,5568
1927,2966
1936,3636
1936,2391
1939,4785
1939,1171
1939,6141
1939,798
1945,1107
1957,9615
1957,8745
1957,8560
1957,2467
1957,1892
1957,3914
1957,2667
1957,5251
1963,1009
1963,6188
1969,7022
1978,6065
1978,6063
1978,4397
1978,6039
1981,1267
1984,1714
1984,5047
1984,927
1984,5922
1984,1640
1984,242
1984,8310
1984,9546
199,5014
199,9533
1993,8003
1993,6808
1993,9381
1993,6598
1993,5014
1993,2740
1996,6260
1996,6014
1996,1712
1999,2112
2005,7022
2017,4503
2020,2381
2020,972
2020,3914
2020,6186
2020,775
2020,8745
2023,1687
2023,1712
2023,1895
2035,7996
2041,5394
2041,6364
2044,5948
2062,1835
2065,7313
2065,2393
2065,4112
2068,2176
2068,6460
2068,2057
2074,2368
208,4391
2083,4656
2083,6073
2083,2935
2083,6477
2095,6284
2098,7915
2098,7240
2098,1366
2098,5198
2098,690
2098,1977
2101,1977
2101,4404
2101,8183
2107,5736
2107,4549
2107,6125
2110,6125
2119,1107
2119,1641
2119,1977
2119,2381
2122,4089
2125,5628
2125,2121
2125,2516
2125,2492
2125,1971
2125,6284
2131,1977
2131,609
2131,1505
2131,8026
2131,7088
2140,8937
2140,4543
2146,9182
2146,230
2152,8793
2152,7088
2152,5311
2152,2021
2152,5295
2152,607
2152,6164
2152,1479
2152,5746
2152,2141
2152,6040
2152,4158
2152,320
2152,4397
2158,5062
2167,9209
2167,6119
2167,2169
217,2048
217,5260
217,3561
217,2209
217,9242
2176,1027
2176,1986
2176,4125
2176,115
2185,5047
2188,9225
2191,1751
2194,253
2194,5884
22,7014
2200,5829
2203,4830
2203,2888
2203,5742
2206,499
2206,6484
2209,6414
2218,6141
2224,9628
2224,4288
2227,115
2230,7145
2233,694
2236,4789
2242,2290
2242,2194
2242,3236
2242,5307
2242,7487
2245,2169
2245,2258
2248,2381
2248,972
2251,1814
2251,6785
2251,8607
2254,8937
2254,2657
2254,6437
2254,856
2254,4658
2254,927
2257,732
2257,6439
2260,5062
2260,3608
2269,1615
2269,6209
2272,297
2275,2698
2275,1107
2275,2381
2278,48
2278,6559
2278,6180
2278,5884
2278,424
2278,888
2278,1109
2278,1806
2278,4402
2278,1921
2278,7145
2278,8132
2281,6942
2281,927
2281,2910
2281,4307
2284,318
2287,6333
2287,1126
2287,5684
2290,250
2290,6800
2290,9816
2293,8685
2293,8003
2293,1106
2296,5628
2296,6950
2311,3204
2311,1679
2311,2864
2314,8412
2314,6731
232,8560
2323,1527
2326,2439
2332,5347
2332,4264
2332,2439
2332,4404
2332,609
2338,7068
2338,1534
2338,3499
2347,8012
2347,4771
2347,5130
235,9680
2356,7754
2356,7612
2356,9304
2356,2141
2356,5787
2356,842
2356,3102
2365,6613
2365,1267
2365,5073
2374,1646
2374,1499
2377,2761
238,3946
238,5268
2383,5771
2386,4980
2395,4264
2395,3010
2398,476
2398,575
2407,1895
2407,5710
2407,6793
2410,2225
2410,5874
2410,694
2413,109
2416,4230
2416,4414
2422,6284
2422,5628
2428,519
2428,2272
2428,9335
2431,6744
2431,9093
2431,6141
2431,4585
2437,3526
244,2123
244,5307
244,8111
244,7389
2449,1
247,2378
2473,4972
2482,9335
2488,1582
2488,379
2488,2439
2488,5520
2488,253
2488,1437
2488,5002
2488,2947
2488,1024
2488,4404
2488,7239
2500,4647
2500,8423
2524,6559
2524,8307
2533,7315
2536,4641
2539,4397
2539,9533
2542,3906
2551,6211
2557,6876
2557,6629
2557,2978
256,2314
256,5236
256,6153
2560,5713
2560,1507
2560,2260
2560,686
2560,744
2560,1801
2560,5005
2560,9573
2560,7871
2560,9091
2560,8250
2563,446
2575,7878
2575,8462
2575,9365
2575,7285
2575,6487
2578,3161
2578,8079
2584,2173
2590,6312
2590,6493
2590,8937
2599,691
2599,3401
2605,6631
2605,8412
2605,9441
2608,2726
2611,6324
2614,7285
2617,9326
2617,2176
2617,5684
2617,1126
2617,6460
262,335
262,1084
262,3053
2623,3656
2623,1452
2623,9595
2626,9477
2626,9843
2632,9441
2632,7186
2632,504
2641,8560
2641,9022
2641,3877
2641,2113
2653,9304
2656,4972
2668,7852
2671,1321
2671,8239
2671,7203
2674,7562
2674,6056
2674,3188
2683,7151
2695,9825
2698,6119
2701,273
2704,8412
2704,1116
2704,3946
2707,4448
271,3903
2710,8664
2713,5263
2728,9533
2731,2035
2731,2397
2731,3184
2731,1895
2731,2169
2731,5002
2731,9211
2734,8884
2737,1930
274,2700
2743,3293
2743,181
2743,6180
2743,2652
2749,4771
2755,8730
2758,6559
2758,7353
2764,5187
2770,5205
2773,8282
2782,9093
2797,7203
2797,8793
28,2881
280,6141
2803,811
2806,9807
2806,9418
2806,9420
2806,9419
2806,9546
2806,8040
2806,9547
2806,7524
2806,4264
2806,3505
2806,3010
2806,5540
2806,3865
2806,4034
2806,301
2806,5443
2806,3542
2809,7943
2824,9675
2824,2726
2827,2947
2827,4771
2827,1336
2827,9824
2830,1298
2830,299
2839,2233
2839,477
2839,492
2839,3999
2839,6058
2839,1106
2839,5511
2839,8436
2839,8306
2839,9545
2839,9543
2839,8310
2839,9499
2839,8548
2839,8241
2839,9832
2842,8934
2842,6312
2845,9851
2848,6123
2851,8417
2854,7645
2857,3509
2857,3683
2857,1527
2857,6255
2857,499
2857,7719
286,8500
2863,5941
2863,8781
2872,8219
2872,337
2884,3408
2884,215
2884,6149
2884,1336
2884,2038
2884,2867
2884,6129
2884,4019
2884,5583
2884,1591
2884,273
2884,2947
2884,2428
2884,3103
2884,7517
2884,9824
2884,9870
2884,7352
2884,7666
2884,9477
2884,7950
2884,8365
2884,7487
2884,9543
2887,8786
2890,8090
2890,8265
2890,3073
2890,3877
2893,5710
2893,9824
2899,3771
2902,6487
2902,6141
2902,3993
2902,9150
2908,4961
2911,1321
2926,8569
2929,6659
2929,2925
2932,9205
2935,8630
2938,8270
2938,8265
2938,6527
295,5165
295,804
295,5829
295,2515
295,1751
295,8306
295,6900
2950,9807
2953,8569
2953,9209
2962,8780
2965,6027
2983,6765
2983,3098
2989,3814
2989,4921
2989,3180
2989,5307
2989,7795
2989,7487
2989,8111
2992,9543
2992,4349
2995,927
2995,8549
3001,8431
3004,8503
3004,9412
3004,6099
3007,5756
3007,3073
3007,8503
3007,8111
301,5014
301,320
3010,8006
3019,5515
3019,2305
3022,7586
3028,3914
3028,8745
3031,5233
3043,3678
3049,8467
3049,8356
3055,1930
3058,4665
3061,6136
3061,9823
3064,2486
3064,3659
3070,4843
3070,1953
3070,5684
3070,3827
3070,5540
3070,945
3070,5301
3070,1295
3070,8040
3070,8209
3070,6685
3070,7309
3070,9419
3070,8750
3070,8505
3070,6845
3073,7358
3073,8412
3073,7858
3073,127
3073,5268
3073,5305
3073,1591
3082,1932
3082,8827
3082,8236
3088,3891
3088,9463
3091,512
3097,8165
310,1943
3100,6216
3100,575
3100,8310
3103,9441
3103,8040
3103,2353
3103,5443
3106,9417
3106,9547
3112,1895
3112,3208
3112,4016
3112,309
3112,811
3112,2314
3112,3188
3112,6255
3112,8750
3112,9641
3112,8701
3112,9391
3112,9474
3118,3946
3118,7645
3118,7885
3121,8527
3121,9917
3121,6436
3121,2381
3124,8785
3124,8090
3124,372
3124,2511
3127,6333
3127,3137
3127,8502
313,3645
3133,7972
3154,7077
3154,3518
3154,3513
316,3657
316,5422
316,338
3169,7034
3169,6487
3175,1512
3190,9391
3190,3190
3190,6255
3190,386
3190,2374
3190,266
3193,5507
3193,3
3193,8902
3193,8955
3196,9412
3196,8503
3196,4991
3196,6099
3196,3436
3196,1899
3196,3771
3199,8503
3199,7487
3202,273
3202,4616
3202,9995
3205,8111
3205,7487
3205,5307
3205,1486
3205,4771
3205,927
3208,9209
3208,7885
3211,1146
322,1742
322,336
322,7134
322,7491
322,6930
322,9685
322,7382
322,9418
3235,9096
3241,6200
3250,9091
3256,2176
3256,3928
3256,7197
3256,9615
3262,8560
3265,3914
3265,3877
3265,892
3265,5234
3265,5940
3265,6298
3265,8745
3268,7487
3268,1078
3271,9543
3280,538
3280,2173
3280,5998
3280,9304
3289,1816
3289,1843
3289,9504
3289,8503
3289,7487
3289,8745
3295,8183
3295,9546
3295,9547
3295,9418
3295,9420
3295,301
3301,8946
3301,6186
3304,7899
3307,1692
3307,6097
331,3799
331,6826
3310,8628
3313,6527
3316,1364
3319,5690
3319,1679
3319,9304
3328,3364
3331,2141
3334,8391
3334,4592
334,3382
334,6097
334,8789
3340,9477
3340,7315
3340,6191
3340,6188
3340,2970
3340,1983
3340,273
3343,7627
3355,2146
3355,2598
3355,1657
3355,6097
3355,9209
3355,6942
3367,1498
3367,301
3367,4437
3367,3643
3367,1479
3367,6472
3367,6416
3367,3010
3367,9659
3367,8040
3367,9780
337,3645
337,1822
3370,8687
3373,9893
3376,7995
3376,6119
3376,1348
3385,6287
3385,7913
3388,9504
3388,274
3391,762
3391,8745
34,6153
340,115
340,6387
340,4884
340,3491
340,5787
340,1146
340,3561
340,9461
340,7035
3400,528
3406,9546
3406,9419
3406,9275
3409,9493
3418,5203
3418,7197
3424,3208
3427,8435
343,5795
343,1360
3430,93
3430,0
3430,9337
3430,8073
3433,6016
3433,6269
3433,3596
3433,7756
3436,9568
3436,7240
3436,2290
3442,7627
3442,1061
3445,3956
3448,1521
3448,6613
3451,5002
3451,1895
3451,5998
3451,7487
3457,7930
3457,9938
3457,8604
3457,3608
346,6589
346,5244
346,798
346,8319
3460,7348
3460,9675
3460,7145
3460,273
3460,3271
3460,3498
3463,9412
3466,4771
3466,8090
3469,8642
3469,8685
3481,7258
3481,9401
3481,9264
3481,7724
3481,889
3481,5814
3481,5487
3481,5402
3484,3934
3484,8195
3487,9704
3487,9209
3487,3865
3487,1048
3487,3371
3487,2169
349,8820
349,1554
3490,9079
3496,4458
3499,4314
3502,6065
3502,2768
3511,8487
3511,8980
3511,8874
3514,9675
3517,5879
3517,7902
3517,7874
3517,7878
3517,6697
352,9335
3523,3634
3526,6227
3529,387
3529,2282
3535,2573
3535,9986
3541,7627
361,1857
361,3304
361,1623
361,9567
364,1712
364,1364
367,798
367,5244
37,780
37,2935
370,9309
370,5653
373,6260
382,320
385,3223
385,1977
385,8946
388,6697
388,4901
403,1657
406,1217
406,6237
406,6216
406,2381
418,84
418,5738
418,7878
442,225
442,5577
442,3886
442,8946
442,9381
442,9834
469,3863
469,323
475,2381
475,775
475,2698
475,2464
478,519
484,5198
484,7745
487,4012
487,3803
49,9981
49,9968
49,8575
49,923
49,6551
49,5942
496,1640
502,814
505,2381
505,9439
526,320
526,5014
529,5653
529,9552
529,7228
535,8745
535,9088
535,373
535,5829
535,3914
535,5234
544,4921
544,9022
547,9893
547,9053
556,5543
556,5935
556,9354
58,8308
58,6063
58,5829
58,6065
580,181
580,3003
580,852
592,7182
592,1866
592,1687
595,6284
595,7110
598,9893
598,2760
604,3737
61,7134
610,7145
610,3658
613,9654
613,8663
616,5736
616,927
616,1725
616,8111
625,48
628,2434
631,9271
631,7218
631,8780
631,3208
631,3188
631,1081
631,6658
631,538
631,2173
631,5486
631,5236
64,3563
643,6216
646,8186
646,4317
646,1020
649,1971
649,2516
658,4875
658,2381
658,442
658,972
661,9381
661,927
661,3073
661,2756
661,3301
661,6099
661,3017
664,8183
667,2836
667,1003
667,6099
670,3053
670,6211
682,7972
694,8493
694,9353
694,6292
694,5829
694,3190
697,519
7,491
7,5746
7,7804
700,576
700,6099
700,2389
700,5260
700,2175
700,5829
700,693
700,1469
700,1921
700,4873
700,9495
700,8481
700,8346
700,7830
700,9780
703,5822
709,8412
709,8365
709,8111
709,803
709,1486
709,3946
712,1182
712,3721
721,1942
721,3863
724,6128
739,1108
739,9543
742,9079
742,9282
76,2345
76,978
76,5413
76,4981
76,3441
76,8528
76,9717
772,8401
772,7754
772,5952
775,250
775,4250
778,5744
778,3734
781,9439
781,8000
79,5681
793,2935
799,3914
799,3771
799,8745
802,453
808,7645
808,7885
808,1527
811,7182
814,152
814,6125
814,811
814,5311
817,7240
817,9641
817,1267
817,3188
826,2783
841,2074
841,2710
841,4247
844,8003
85,1751
85,1082
85,1977
850,36
850,2305
865,6808
883,718
889,8111
895,2516
895,1971
898,8371
904,6861
904,6874
904,7445
904,3519
904,4560
904,5422
904,3657
904,5710
904,5648
91,4981
91,5110
91,2112
91,1805
91,3967
91,2081
91,6352
91,284
